title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,book_id,library_id
Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,3.7,0803261837,9780803261839,eng,179,1235,66,9/1/2001,Bison Books,0240372,2
Why I Write,George Orwell,4.03,0143036351,9780143036357,eng,120,6389,541,9/6/2005,Penguin Books,029644,2
The Crook Factory,Dan Simmons,3.8,0380789175,9780380789177,eng,580,1108,89,8/1/2000,HarperTorch,0211535,2
Open House,Elizabeth Berg,3.7,0345435168,9780345435163,eng,272,54119,1629,5/1/2001,Ballantine Books,025190,2
Eat  Pray  Love,Elizabeth Gilbert,3.55,0143038419,9780143038412,eng,368,1362264,47620,2/1/2007,Riverhead Books,0219501,2
Little Butterfly  Volume 01,Hinako Takanaga,4.07,1569709076,9781569709078,eng,184,1540,31,5/30/2006,Digital Manga Publishing,0230233,2
The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.2,0743262131,9780743262132,eng,697,12178,1042,6/1/2004,Simon  Schuster,022372,2
The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,4.24,1841581224,9781841581224,eng,654,844,41,3/5/2008,Birlinn,0223758,2
Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,039475526X,9780394755267,eng,627,856,105,7/17/1989,Vintage,022722,2
Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,3.65,0399153934,9780399153938,eng,511,23107,1295,11/1/2007,Putnam Adult,026526,2
The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,4.03,1593080298,9781593080297,eng,224,38114,793,7/1/2003,Barnes  Noble Classics,027723,2
Line Of Vision,David Ellis,3.81,0425183769,9780425183762,en-US,448,609,82,2/5/2002,G.P. Putnam's Sons,0222681,2
The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,William Easterly,3.83,0143038826,9780143038825,eng,436,4473,232,3/1/2007,Penguin Books,0233513,2
Count Zero (Sprawl  #2),William Gibson,4.01,0441013678,9780441013678,en-US,308,37360,799,3/7/2006,Ace Books,0222200,2
People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,0684848597,9780684848594,en-CA,272,6256,459,1/2/1998,Touchstone,024451,2
The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,3.93,0771014171,9780771014178,eng,128,275,26,5/10/2002,McClelland & Stewart,0231670,2
Nova Express (The Nova Trilogy  #3),William S. Burroughs,3.67,0802133304,9780802133304,eng,192,2541,70,1/21/1994,Grove Press,0223931,2
This Present Darkness (Darkness  #1),Frank E. Peretti,4.22,1581345283,9781581345285,eng,376,86548,1637,6/26/2003,Crossway Books,0217309,2
Shadowmarch (Shadowmarch  #1),Tad Williams,3.73,0756402700,9780756402709,eng,656,126,14,11/1/2005,DAW,0228688,2
The Adventures of Augie March,Saul Bellow/Christopher Hitchens,3.84,0143039571,9780143039570,eng,586,14789,756,10/3/2006,Penguin Classics,0211908,2
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,0451163931,9780451163936,eng,176,11462,467,11/1/1964,Signet,02665,2
The Invisible Man,H.G. Wells,3.64,0451528522,9780451528520,eng,192,109551,3892,9/3/2002,Signet Classics,0217184,2
Beauty's Release (Sleeping Beauty  #3),A.N. Roquelaure/Anne Rice,3.71,0452281458,9780452281455,eng,238,23970,570,5/1/1999,Penguin Books,0225190,2
Great Jones Street,Don DeLillo,3.48,0140179178,9780140179170,eng,272,2492,145,1/1/1994,Penguin Books,02407,2
Sula,Toni Morrison,3.93,0452263492,9780452263499,eng,174,457,49,9/1/1987,Plume,0211349,2
The Drifters,James A. Michener,4.04,0449213536,9780449213537,eng,768,6253,353,10/12/1986,Fawcett Books,0242955,2
Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,Kenneth H. Blanchard/Drea Zigarmi/Patricia Zigarmi,3.97,0688039693,9780688039691,en-US,111,2592,123,10/20/1999,William Morrow & Company,0243630,2
Democracy,Joan Didion,3.81,0679754857,9780679754855,en-US,234,2070,169,4/25/1995,Vintage International,02425,2
Soldier of Sidon (Latro #3),Gene Wolfe,4.01,0765316641,9780765316646,eng,320,1063,60,10/31/2006,Tor Books,0240997,2
The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,Eric H.F. Law,3.77,082724231X,9780827242319,eng,144,115,21,1/1/1993,Chalice Press,0233446,2
William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville/Dennis Nolan,3.97,0803724624,9780803724624,eng,40,179,17,10/1/1999,Dial Books,0224124,2
The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,0811200914,9780811200912,mul,180,236,23,6/1/1955,New Directions Publishing Corporation,0231582,2
A Faith Like Mine,Laura Buller/D.K. Publishing,3.91,0756611776,9780756611774,eng,80,50,19,8/15/2005,DK Children,0223818,2
The Door to December,Richard Paige/Dean Koontz,3.95,0451205421,9780451205421,eng,518,32385,581,6/1/2002,Berkley Books,0232446,2
King Solomon's Mines (Allan Quatermain  #1),H. Rider Haggard,3.8,0812966295,9780812966299,eng,264,34623,1168,12/10/2002,Modern Library,0223814,2
Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,034545894X,9780345458940,en-US,432,36595,1205,7/26/2005,Ballantine Books,0232258,2
Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,0756616344,9780756616342,eng,624,570,17,9/19/2005,DK,028362,2
Here on Earth,Alice Hoffman,3.69,0425169693,9780425169698,eng,336,43028,1472,7/1/1999,Berkley,025159,2
How to Go to College Almost for Free  Updated,Ben R. Kaplan,3.45,0060937653,9780060937652,en-US,400,111,11,9/18/2001,Collins Reference,0238230,2
Jane Eyre,Charlotte Brontë/Margaret Smith/Sally Shuttleworth,4.12,0192839659,9780192839657,eng,452,684,50,2/1/2001,Oxford University Press,0230323,2
Dr. Seuss's Sleep Book,Dr. Seuss,4.17,0394800915,9780394800912,eng,58,8967,351,7/24/2012,New York: Random House,027772,2
Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,Architecture For Humanity/Cameron Sinclair,4.12,1933045256,9781933045252,eng,336,792,27,1/15/2006,US Green Building Council,0244131,2
My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,4.1,0440421217,9780440421214,eng,96,30987,1535,12/27/2005,Yearling,0234898,2
The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,4.12,1402736959,9781402736957,eng,151,514,31,2/1/2007,Sterling Publishing Co.  Inc.,0234992,2
Ghosthunters and the Muddy Monster of Doom! (Ghosthunters  #4),Cornelia Funke/Helena Ragg-Kirkby,3.93,0439862698,9780439862691,eng,176,534,32,4/1/2007,Chicken House,0228200,2
Black Friday,James Patterson,3.68,0446609323,9780446609326,eng,480,9714,220,4/1/2000,Vision,0213146,2
The Consolation of Philosophy,Boethius/Victor Watts,3.98,0140447806,9780140447804,eng,192,8318,373,11/25/1999,Penguin Classics,0231837,2
The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,0140280197,9780140280197,eng,452,60946,3167,9/1/2000,Penguin (Business),021303,2
Complete Shorter Fiction,Oscar Wilde/Isobel Murray,4.15,0192833766,9780192833761,eng,288,1192,26,3/5/1998,Oxford University Press,0219398,2
The Complete Novels of Jane Austen,Jane Austen,4.55,1840220554,9781840220551,eng,1431,924,28,1/5/2005,Wordsworth Editions,0231692,2
The Seven Habits of Highly Effective People,Stephen R. Covey,4.1,0671708635,9780671708634,eng,368,2505,233,9/15/1990,Free Press,022249,2
Anne of Green Gables,L.M. Montgomery/Barbara Caruso,4.25,1419326961,9781419326967,en-US,9,69,17,1/1/2005,Recorded Books  Inc.,028134,2
Godless,Pete Hautman,3.6,1416908161,9781416908166,eng,208,4213,735,11/1/2005,Simon  Schuster Books for Young Readers,024043,2
Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.74,0449007383,9780449007389,en-US,376,623,68,9/30/2003,Fawcett,022285,2
The Heart of a Woman,Maya Angelou,4.2,0375500723,9780375500725,eng,288,17966,437,5/17/1997,Random House,025160,2
Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.41,1556434308,9781556434303,en-US,784,2948,144,11/5/2002,North Atlantic Books,0210464,2
Angels,Denis Johnson,3.72,0099440830,9780099440833,eng,209,4263,227,3/6/2003,Vintage,029903,2
City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,3.98,0553587897,9780553587890,en-US,455,1060,116,7/26/2005,Bantam Books,0216430,2
A Crack in the Edge of the World,Simon Winchester,3.78,0060572000,9780060572006,eng,419,5413,499,10/10/2006,Harper Perennial,0225013,2
A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,0465081428,9780465081424,eng,304,1797,166,1/3/2002,Basic Books,023047,2
Cold Fire / Hideaway / The Key to Midnight,Dean Koontz/Leigh Nichols,4.18,0399146261,9780399146268,eng,784,19670,13,8/28/2000,Putnam Adult,0221323,2
Siddhartha,Hermann Hesse,4.02,0613572742,9780613572743,eng,132,514,40,2/2/1993,Turtleback Books,0213040,2
Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9781591169253,eng,192,16666,299,9/13/2005,VIZ Media LLC,02868,2
Filth,Irvine Welsh,3.73,0393318680,9780393318685,eng,393,21997,643,9/17/1998,W. W. Norton  Company,0223966,2
How it Ended,Jay McInerney,3.49,0747553564,9780747553564,eng,196,762,56,8/6/2009,Bloomsbury Publishing PLC,0225074,2
Digging to America,Anne Tyler,3.55,0307263940,9780307263940,eng,277,17155,1841,5/2/2006,Alfred A. Knopf,02698,2
The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,0451528808,9780451528803,eng,304,7300,266,4/1/2003,Signet Classics,02655,2
Rebecca,Daphne du Maurier/Sally Beauman,4.23,1844080382,9781844080380,en-US,441,179639,8119,12/1/2007,Virago Press (UK),0212873,2
Robert Frost: A Life,Jay Parini,4.11,0805063412,9780805063417,eng,514,259,31,3/15/2000,Owl Books (NY),0212212,2
Aliens: Nightmare Asylum,Steve Perry,3.67,0553561588,9780553561586,en-US,277,1118,54,4/1/1993,Spectra Books,0220873,2
Shamanism: Archaic Techniques of Ecstasy,Mircea Eliade/Wendy Doniger/Willard R. Trask,4.22,0691119422,9780691119427,eng,610,2007,52,2/8/2004,Princeton University Press,0228022,2
The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,0807847232,9780807847237,eng,675,1792,43,4/6/1998,Omohundro Institute and University of North Carolina Press,025585,2
The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich/C.J. Critt,3.67,0060738251,9780060738259,eng,5,93,26,8/31/2004,HarperAudio,0240339,2
The Complete Green Letters,Miles J. Stanford,4.2,0310330513,9780310330516,en-US,336,293,32,1/1/1984,Zondervan,0244617,2
Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,1563890348,9781563890345,eng,192,5447,235,4/17/2000,Vertigo,0222355,2
Not Since Carrie: Forty Years of Broadway Musical Flops,Ken Mandelbaum,4.09,0312082738,9780312082734,eng,384,362,38,8/15/1992,St. Martin's Griffin,0214462,2
The Names,Don DeLillo,3.64,0679722955,9780679722953,eng,339,3100,212,7/17/1989,Vintage,02408,2
Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,4.37,1883011493,9781883011499,eng,892,420,34,9/1/1997,Library of America,0212000,2
Rose Daughter,Robin McKinley,3.77,0441005837,9780441005833,eng,304,17168,997,12/1/1998,Ace,028089,2
What the Corpse Revealed,Hugh    Miller,3.79,0312975732,9780312975739,eng,320,297,18,12/15/2000,St. Martin's True Crime,0215312,2
It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer,3.77,045121658X,9780451216588,eng,400,9031,1555,10/4/2005,NAL Trade,0211371,2
Cosmopolis,Don DeLillo,3.22,0743244257,9780743244251,eng,224,460,41,4/6/2004,Scribner,02406,2
Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins,025485,2
18 Best Stories by Edgar Allan Poe,Edgar Allan Poe/Vincent  Price/Chandler Brossard,4.02,0440322278,9780440322276,eng,288,412,37,4/15/1965,Dell,0223925,2
The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,1842055062,9781842055069,eng,189,5906,140,1/1/2004,Geddes & Grosset,024465,2
Tropic of Capricorn,Henry Miller,3.78,0802151825,9780802151827,eng,348,14872,459,1/13/1994,Grove Press,02250,2
Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young,4.3,093244055X,9780932440556,eng,184,169,21,10/8/1990,Oberlin College Press,026008,2
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95,0439071712,9780439071710,en-GB,160,834,42,8/1/2004,Scholastic,025370,2
The Makioka Sisters,Jun'ichirō Tanizaki/Edward G. Seidensticker,4.03,0679761640,9780679761648,eng,530,4596,441,9/26/1995,Vintage,0234449,2
The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others,Bob Blaisdell/Karl Marx/Jean-Paul Marat/Tom Paine/Mao Zedong/Mahatma Gandhi,3.85,0486424650,9780486424651,eng,284,311,18,1/15/2003,Dover Publications,0230475,2
Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.07,0375832203,9780375832208,eng,128,659,30,4/25/2006,Random House for Young Readers,0226592,2
Cyrano de Bergerac,Edmond Rostand/Brian Hooker/Walter Hampden,4.06,0553213601,9780553213607,eng,208,410,62,11/1/1950,Bantam Classics,0218534,2
The Innkeeper's Song,Peter S. Beagle,3.89,0451452887,9780451452887,eng,346,2015,136,11/1/1993,Roc,0211938,2
The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr  #3),Lawrence Block,3.83,0060731257,9780060731250,eng,304,2473,138,3/1/2005,HarperTorch,0239506,2
Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.87,0007149115,9780007149117,eng,116,8775,413,9/2/2002,HarperCollins Publishers,0223617,2
Outcast of Redwall (Redwall  #8),Brian Jacques,3.92,0142401420,9780142401422,en-US,368,17597,188,5/24/2004,Firebird,027998,2
Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59,1933633107,9781933633107,eng,154,705,191,10/1/2006,Melville House Publishing,0231049,2
The Gunslinger (The Dark Tower #1),Stephen King,3.96,0451160525,9780451160522,eng,315,1902,227,7/1/1989,Signet,0217944,2
What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500 (What Life Was Like),Denise Dersin,3.77,0783554516,9780783554518,eng,168,126,12,5/24/1999,Time Life Medical,0219614,2
Shield of Thunder (Troy  #2),David Gemmell,4.36,0345477014,9780345477019,ale,512,102,16,3/27/2007,Ballantine Books,0244012,2
The Book Thief,Markus Zusak/Cao Xuân Việt Khương,4.37,0375831002,9780375831003,eng,552,1516367,86881,3/14/2006,Alfred A. Knopf,0219063,2
Sick Puppy,Carl Hiaasen,3.89,0446695688,9780446695688,eng,464,20070,1047,4/12/2005,Grand Central Publishing,0213066,2
Ficciones,Jorge Luis Borges/John Sturrock/Anthony Kerringan,4.45,0679422994,9780679422990,eng,192,424,54,5/25/1993,Everyman's Library,0230713,2
Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),Mercedes Lackey/Tanya Huff/Mickey Zucker Reichert/Michelle Sagara West/Gary A. Braunbeck/John Helfers/Elisabeth Waters/Lawrence Schimel/Mark Shepherd/Janni Lee Simner/Richard Lee Byers/Josepha Sherman/Larry Dixon/John Yezeguielian/Mel White/Stephanie D. Shaver/Kristin Schwengel/Ben Ohlander/Philip M. Austin,3.85,0886777208,9780886777203,eng,350,3869,50,1/1/1997,Daw Books,0214002,2
The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,0446690457,9780446690454,eng,510,64309,2025,7/1/2002,Grand Central Publishing,0232506,2
Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,3.87,0758215045,9780758215048,eng,352,12820,637,2/1/2004,Kensington,0233440,2
Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,0486443221,9780486443225,eng,368,144,17,5/6/2005,Dover Publications,022958,2
Pilgermann,Russell Hoban,4.02,0747556407,9780747556404,en-GB,240,256,13,1/2/2002,Bloomsbury Publishing PLC,0224905,2
Little Women,Louisa May Alcott/Paula Danziger,4.07,0439101360,9780439101363,eng,562,462,45,1/1/2000,Scholastic Paperbacks,021936,2
The Monsters and the Critics and Other Essays,J.R.R. Tolkien/Christopher Tolkien,3.93,026110263X,9780261102637,eng,240,3441,78,5/2/2006,HarperCollins,027339,2
The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,031235777X,9780312357771,eng,329,8882,561,10/3/2006,Minotaur Books,0244230,2
Above and Beyond,Erin St. Claire/Sandra Brown,3.73,077832026X,9780778320265,eng,240,2149,87,2/23/2004,Mira Books,0230390,2
In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,4.24,079227363X,9780792273639,eng,504,819,31,10/1/2004,National Geographic Society,029099,2
Crooked House,Agatha Christie,4.04,031298166X,9780312981662,eng,276,24849,1429,8/19/2002,Minotaur Books,0216315,2
Exodus,Leon Uris,4.34,0553258478,9780553258479,eng,608,85927,1520,10/1/1986,Bantam Books  Inc.,0242697,2
Girls' Night In,Jessica Adams/Chris Manby/Fiona Walker,3.26,0006514855,9780006514855,en-GB,586,140,11,7/3/2000,HarperCollins,0242029,2
Teleny or the Reverse of the Medal,Oscar Wilde,3.67,1595690360,9781595690364,eng,138,985,63,3/7/2006,MONDIAL,0217986,2
Heartsnatcher,Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,3.97,1564782999,9781564782991,en-GB,245,2430,77,10/3/2003,Dalkey Archive Press,0228377,2
The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,0395530075,9780395530078,en-US,240,39369,80,2/1/1990,Mariner Books,023061,2
Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,0141007451,9780141007458,eng,304,1029,188,7/1/2004,Penguin,0212545,2
Pretty Face  Vol. 1,Yasuhiro Kano,3.83,1421513684,9781421513683,eng,192,494,40,8/7/2007,VIZ Media LLC,0222883,2
Voyager (Outlander  #3),Diana Gabaldon,4.39,0385335997,9780385335997,eng,870,198818,8130,8/7/2001,Delta,0210987,2
Inferno (La Divina Commedia #1),Dante Alighieri/Ronald L. Martinez/Robert M. Durling/Robert Turner,4.0,0195087445,9780195087444,eng,672,468,50,3/6/1997,Oxford University Press  USA,0215651,2
The New American Splendor Anthology: From Off the Streets of Cleveland,Harvey Pekar,4.21,0941423646,9780941423649,eng,300,577,25,1/22/1993,Running Press Adult,0243556,2
The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.,4.42,1556434243,9781556434242,eng,400,141,11,9/5/2002,North Atlantic Books,0243416,2
Keeping Faith: Memoirs of a President,Jimmy Carter,3.83,1557283303,9781557283306,en-US,640,247,13,7/1/1995,University of Arkansas Press,0225458,2
Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,0689863624,9780689863622,eng,359,16021,594,7/1/2003,Aladdin Paperbacks,0211831,2
Beauty,Robin McKinley,4.05,0060753102,9780060753108,eng,325,3258,478,7/26/2005,HarperCollins,028084,2
Pope Joan,Donna Woolfolk Cross,4.08,0345416260,9780345416261,eng,422,56471,3809,6/9/2009,Ballantine Books (NY),0227252,2
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,0140369260,9780140369267,eng,113,24181,242,5/1/1995,Puffin Books,025508,2
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,1594865671,9781594865671,eng,328,5783,433,5/24/2006,Rodale Books,028714,2
The Long Hard Road Out of Hell,Marilyn Manson/Neil Strauss,3.89,0060987464,9780060987466,eng,275,22293,1141,3/3/1999,It Books,0237847,2
The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,4.18,0822216310,9780822216315,eng,54,584,34,12/1/1998,Dramatists Play Service,0210173,2
Endymion (Hyperion Cantos  #3),Dan Simmons,4.17,0553572946,9780553572940,eng,563,38357,1111,12/1/1996,Bantam Spectra,023977,2
Sprig Muslin,Georgette Heyer,3.81,0099476355,9780099476351,eng,268,5030,406,6/2/2005,Arrow,0232107,2
Thank You for Smoking,Christopher Buckley,3.93,0812976525,9780812976526,eng,272,9900,561,2/14/2006,Random House Trade Paperbacks,0240465,2
In the Lake of the Woods,Tim O'Brien,3.78,061870986X,9780618709861,eng,303,14655,1211,9/1/2006,Mariner Books,023447,2
The Brief and Frightening Reign of Phil,George Saunders,3.7,1594481520,9781594481529,eng,130,5157,553,9/6/2005,Riverhead Books,0228749,2
Gone Bamboo,Anthony Bourdain,3.48,1841953679,9781841953670,eng,286,1066,74,5/1/2002,Canongate Books,0240139,2
Meet Mr. Mulliner,P.G. Wodehouse,4.06,1585672750,9781585672752,eng,203,1224,89,5/13/2002,Harry N. Abrams,0218053,2
Decider,Dick Francis,3.99,042519938X,9780425199381,eng,341,3461,133,12/7/2004,G.P. Putnam's Sons,028532,2
Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther,4.08,0679763961,9780679763963,eng,424,1596,36,10/31/1995,Vintage,0212216,2
Slightly Settled (Slightly  #2),Wendy Markham,3.68,0373250479,9780373250479,en-US,312,4756,84,1/23/2004,Red Dress Ink,0222774,2
Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books,0237736,2
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,0374529051,9780374529055,en-US,588,692,81,4/3/2004,Farrar  Straus and Giroux,021374,2
The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,0802138292,9780802138293,eng,812,5110,281,9/20/2001,Grove Press,0216131,2
The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,0099456761,9780099456766,eng,268,6124,754,4/1/2004,Red Fox,023438,2
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,1400032717,9781400032716,eng,226,1054308,35537,5/18/2004,Vintage,021618,2
A Complicated Kindness,Miriam Toews,3.65,1582433224,9781582433226,eng,253,17963,1023,8/17/2005,Counterpoint LLC,0213374,2
First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.84,0765347989,9780765347985,eng,212,10475,496,9/1/2004,Tor,027957,2
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,1591396190,9781591396192,eng,240,46064,871,2/1/2005,Harvard Business Review Press,024898,2
The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,0345476999,9780345476999,eng,355,27697,1190,9/12/2006,Ballantine Books,0232254,2
Abarat: Days of Magic  Nights of War,Clive Barker,4.2,0060596384,9780060596385,eng,569,12118,292,9/26/2006,HarperCollins,0232636,2
Light in August,William Faulkner,3.94,067964248X,9780679642480,eng,460,329,35,4/2/2002,Modern Library,0212733,2
The Bush Dyslexicon: Observations on a National Disorder,Mark Crispin Miller,3.56,0393322963,9780393322965,eng,370,209,19,6/17/2002,W. W. Norton  Company,0235786,2
The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,159448192X,9781594481925,en-US,328,1597,157,2/7/2006,Riverhead Books,0219595,2
El alquimista: una fábula para seguir tus sueños,Paulo Coelho/Juan Godó Costa,3.86,0062511408,9780062511409,eng,192,775,43,10/23/2018,Rayo,0245495,2
Tales of H.P. Lovecraft,H.P. Lovecraft/Joyce Carol Oates,4.19,0060957905,9780060957902,eng,352,5300,137,9/19/2000,Ecco,0236314,2
Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,4.15,0395500761,9780395500767,eng,400,8721,380,3/1/1989,Houghton Mifflin/Seymour Lawrence,0212568,2
Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,4.26,0451530098,9780451530097,eng,240,14962,61,3/7/2006,Signet,027707,2
Hardcase (Joe Kurtz  #1),Dan Simmons,3.68,0312980167,9780312980160,en-US,291,1067,61,8/19/2002,Minotaur Books,0211278,2
Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,3.71,0449001962,9780449001967,en-US,368,688,46,1/29/2002,Fawcett,026286,2
1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,301,451,42,8/1/2002,Lectorum,0219100,2
A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,3.61,0451530152,9780451530158,eng,256,419,46,6/6/2006,Signet Classics,027592,2
Midnight's Children,Salman Rushdie,3.98,0330267140,9780330267144,eng,463,364,46,4/8/1982,Picador,024832,2
The Mind Parasites,Colin Wilson,3.77,0974935999,9780974935997,en-GB,240,927,90,10/1/2005,Monkfish Book Publishing,0214495,2
In the Beginning...Was the Command Line,Neal Stephenson,3.8,0380815931,9780380815937,en-US,151,6638,329,11/9/1999,William Morrow Paperbacks,0218937,2
A General Theory of Love,Thomas Lewis/Fari Amini/Richard Lannon,4.11,0375709223,9780375709227,eng,288,3675,422,1/9/2001,Vintage,0235711,2
Identity Crisis,Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,4.04,1401204589,9781401204587,eng,288,18289,614,8/16/2006,DC Comics,0226085,2
Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,0226443221,9780226443225,eng,320,732,71,7/15/2003,University Of Chicago Press,023850,2
Desolation Angels,Jack Kerouac/Joyce Johnson,3.93,1573225053,9781573225052,eng,432,9646,273,9/1/1995,Riverhead Books,0210461,2
Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,3.92,1416521100,9781416521105,en-US,384,922,20,1/30/2007,Baen,0214008,2
The Schopenhauer Cure,Irvin D. Yalom,4.22,0060938102,9780060938109,eng,358,9550,455,1/3/2006,Harper Perennial Modern Classics,0219508,2
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,0061120251,9780061120251,eng,432,97539,2733,5/2/2006,Harper Perennial,0216527,2
An Introduction to Political Philosophy,Jonathan Wolff,4.11,019929609X,9780199296095,eng,215,767,44,3/1/2006,Oxford University Press  USA,0231851,2
Caesar (Masters of Rome  #5),Colleen McCullough,4.37,0060510854,9780060510855,eng,928,5991,120,1/28/2003,Avon,023416,2
The Art of Being,Erich Fromm/Rainer Funk,4.09,0826406734,9780826406736,eng,144,2464,87,9/1/1994,Bloomsbury Academic,0225492,2
Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office,Jen Lancaster,3.9,0451217608,9780451217608,eng,400,44607,4114,3/7/2006,NAL,0227126,2
The Origin of Species,Charles Darwin/Julian Huxley,3.98,0451529065,9780451529060,eng,576,805,75,9/2/2003,Signet Classics,0222461,2
